Regression,Equation,Station ID,Readings,First day,Last day,Total days,Gap days,DD % est,HDD base C,CDD base C,HDD total,CDD total,Baseload (b),HDD coef (h),CDD coef (c),R2,R2 adjusted,R2 cross-validated,S,CVRMSE,Baseload S,Baseload P,HDD coef S,HDD coef P,CDD coef S,CDD coef P,First day,Last day,Days,Usage,HDD 15.5 C,CDD 22 C,Predicted,Diff.,% Diff.
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,7316,313.7,0.0,8838.21897175223,-1522.2189717522306,-17.223141637669126
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,28,5690,243.5,0.0,7112.371815309287,-1422.3718153092868,-19.998558177845123
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,3686,137.1,0.0,4979.556165964676,-1293.5561659646764,-25.97733859909338
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,2464,88.4,0.3,3858.088103167556,-1394.0881031675558,-36.13416972056667
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,2821,15.3,18.3,2721.6249710109314,99.3750289890686,3.651312361091261
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,4252,0.0,78.3,3645.83773392107,606.1622660789299,16.6261449443886
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,5059,0.0,124.0,4717.149917850923,341.850082149077,7.246962426515793
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,3874,0.0,134.2,4941.9770110639965,-1067.9770110639963,-21.61031928463106
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,3843,4.1,46.1,3025.6733635926607,817.3266364073393,27.013049268373507
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,3346,24.7,16.1,2878.520340830712,467.479659169288,16.24027638569259
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,5356,201.6,0.0,6324.865290272631,-968.8652902726308,-15.318354554723934
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,13333,295.2,0.0,8433.998915653308,4899.001084346692,58.08633761209357
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,13333,358.3,0.0,9812.717052942067,3520.2829470579327,35.87470145185196
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,29,6294,190.6,0.0,6020.519591041739,273.48040895826125,4.542471871783089
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,4726,134.2,0.0,4916.191940954575,-190.19194095457533,-3.86868420189562
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,3204,82.6,5.6,3848.181574130616,-644.1815741306164,-16.739895499243698
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,2864,13.4,7.5,2442.0582624196795,421.9417375803205,17.278119202702616
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,3552,0.5,55.4,3152.0037341668885,399.99626583311147,12.69022182611199
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,5842,0.0,160.8,5528.290803168678,313.7091968313216,5.674614596097429
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,4888,0.0,156.7,5437.919128445776,-549.9191284457756,-10.112675739680398
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,3328,8.4,25.3,2661.1562792901072,666.8437207098928,25.058420127350832
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,3109,29.7,0.0,2632.894867314714,476.1051326852862,18.082952669160893
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,30,5793,237.8,0.0,7115.825616260794,-1322.825616260794,-18.589910540217947
4,E = b*days + h*HDD + c*CDD,LIML,24.0,2023-01-01,2024-12-31,731.0,0.0,0.001,15.5,22.0,2731.8,828.6,63.99863884774925,21.849732762103937,22.041871883634645,0.671785914896887,0.6405274306013524,0.5410923609130796,55.24205200450224,0.3237392574340297,22.53987415274244,0.0098217475878716,3.3984465787804883,2.2606721807e-06,8.057131476225688,0.0123874200061153,2023-01-01,2024-12-31,31,6763,352.7,0.0,9690.358549474284,-2927.358549474284,-30.208980756786318
